sentence,names
"They were the local grave-digger and the village idiot, conceived by the lumberjack's daughter, a deranged girl who had been knocked up by a company of pikemen passing through Holopole during the rebellion of the Voivod Tracasse.""","['Holopole', 'the Voivod Tracasse']"
"""What lies you speak, Jaskier.""",['Jaskier']
"""I do not lie; I do nothing but colour gray reality.",[]
"There's a difference.""",[]
"""Not really.",[]
"Carry on, we're wasting time.""",[]
"""As I was saying, a grave-digger and a courageous simpleton went as scouts.",[]
"We then raised for them a nice burial mound, small but pleasing to the eye.""",[]
"""Ah, good,"" said Borch.",['Borch']
"""That means that the dragon still lived.""",[]
"""And how,"" replied Jaskier merrily.",['Jaskier']
"""It lived, but it was too weak to eat the gravedigger and the idiot; it only sucked their blood.",[]
"It then flew off... to the great anxiety of all, even though it found it difficult to take off.",[]
The dragon crashed with a roar every cubit and a half then took off again.,[]
"Sometimes it crawled, dragging its hind legs behind it.",[]
The more courageous followed it at a distance without losing sight of it.,[]
"And you know what?""",[]
"""Speak, Jaskier.""","['Speak, Jaskier']"
"""The dragon plunged into a ravine up in Big Kestrel Mountain, not far from the source of the Braa.","['Big Kestrel Mountain', 'Braa']"
"It remains hidden in the caves.""",[]
"""Now it all becomes clear,"" announced Geralt.",['Geralt']
"""The dragon lived in these caves in state of lethargy for centuries; I've heard of similar cases.",['centuries']
Its treasure must also be there.,[]
I know now why soldiers are blocking the bridge.,[]
"Somebody wants to lay their hands on the treasure and that somebody is called Niedamir of Caingorn.""","['Niedamir', 'Caingorn']"
"""Exactly,"" confirmed the troubadour.",[]
"""The whole city of Holopole boils for this reason, because the people consider that the dragon's treasure belongs to them.",['Holopole']
But they fear to oppose to Niedamir.,['Niedamir']
"The king is a young featherbrain who has not yet started to shave, but he knew how to show that it was dangerous to take him on.",[]
Niedamir wants this dragon more than anything.,['Niedamir']
"That's why his reaction was so prompt.""",[]
"""He wants the treasure, you mean.",[]
"""
15
""I'm convinced that the dragon interests him more than the treasure.",['15']
"Because, you see, the principality of Malleore has aroused the appetite of Niedamir for a long time.","['Malleore', 'Niedamir']"
"After the strange death of the prince, there remained a princess of marriageable age.",[]
"The powers of Malleore did not see Niedamir and the other suitors in a good light because they knew that any new power would want to keep a tight rein on them; a situation that a gullible, young princess would not know how to deal with.","['Malleore', 'Niedamir']"
They therefore dug out a dusty old prophecy that assured that the crown and the hand of the girl would belong to the one who conquers a dragon.,[]
"They believed that this would keep the peace, knowing that no one had seen dragons in the region in such a long time.",[]
Niedamir didn't care about the legend.,['Niedamir']
"He tried every possible means to take Malleore by force but when the news of the appearance of the dragon of Holopole reached his ears, he understood that he could consequently conquer the noblemen of Malleore with their own weapon.","['Malleore', 'Holopole', 'Malleore']"
"If he returns to Malleore triumphantly brandishing the head of the dragon, they will welcome him as a monarch sent by the Gods, and the powers that be will not dare say a word.",['Malleore']
Don't be surprised that he seeks this dragon like a cat stalks a mouse.,[]
All the more so as this dragon crawls along with difficulty.,[]
"For Niedamir it's a pure godsend, a smile of destiny, damn it.""",['Niedamir']
"""And it cuts out the competition.""",[]
"""Well, I guess so.",[]
It also cools the ardour of the inhabitants of Holopole.,['Holopole']
"He must have given a pass to all of the horsemen in the vicinity who might be able to strike down the dragon, because Niedamir is not keen to enter the caves himself, sword in hand, to fight the dragon.",['Niedamir']
In a flash he had the most celebrated dragon slayers gathered around him.,[]
"You probably know most of them, Geralt.""",['Geralt']
"""It's possible.",[]
"Who? """,[]
"""Eyck of Denesle, for starters.""",['Eyck of Denesle']
"""Son of a...""",[]
"The witcher whistled softly, ""The god-fearing and virtuous Eyck: the dauntless knight, beyond reproach, himself.""",['Eyck']
"""You know him then, Geralt?""",['Geralt']
Borch asked.,['Borch']
"""Is he really such a specialist in dragons?""",[]
"""Not just dragons; Eyck knows how to deal with all monsters.",['Eyck']
He's even struck down manticores and griffins.,[]
"He's also defeated a few dragons, or so I've heard.",[]
"He's good, but the lunatic ruins business by refusing to take payment.",[]
"Who else, Jaskier?""",['Jaskier']
"""The Crinfrid Reavers.""",['The Crinfrid Reavers']
"""The dragon doesn't stand a chance, even if it recovers its health.",[]
Those three are a famous band of experienced hunters.,['three']
"They don't fight within the rules, but their efficiency is without question.",[]
"They exterminated all the dracolizards and giant centipedes of Redania, killing three red and one black dragon along the way, and that really is something.","['Redania', 'three', 'one']"
"Is that everyone?""",[]
"""No. Six dwarfs also joined them: five bearded men commanded by Yarpen Zigrin.""","['Six', 'five', 'Yarpen Zigrin']"
"""I don't know him.""",[]
"""You've undoubtedly heard about the dragon Ocvista of Mount Quartz.","['Ocvista', 'Mount Quartz']"
"""
16
""I've heard of it.",['16']
"I've even seen stones that came from his treasure; sapphires in incredible shades and diamonds as big as cherries.""",[]
"""Know that it was Yarpen Zigrin and his dwarfs that slew Ocvista.","['Yarpen Zigrin', 'Ocvista']"
"I also composed a ballad about this adventure but it was quite boring and you lost nothing by not hearing it.""",[]
"""Is that everybody?""",[]
"""Yes.",[]
Not counting you.,[]
You insisted that you knew nothing about the dragon.,[]
"Who knows, maybe it's true.",[]
"Anyway, you now know.",[]
"Now what?"" ""Now nothing.",[]
"I'm not interested in the dragon.""",[]
"""Ah! Very sneaky, Geralt.",['Geralt']
"In any case, you don't have a pass.""",[]
"""I repeat: the dragon doesn't interest me.",[]
"What about you, Jaskier?",['Jaskier']
"What brought you to these lands?""",[]
"""The usual.""",[]
The troubadour shrugged.,[]
"""I have to be near events and stimulating situations.",[]
People will talk about this battle with the dragon for a long time.,[]
"I could, of course, compose a ballad from the tales they'll tell, but it will be better if it's sung by somebody who saw the battle with their own eyes.""",[]
"""Battle?"" asked Three Jackdaws.","['Battle', 'Three Jackdaws']"
"""It's more of an act reminiscent of an autopsy or the butchery of a pig.",[]
"The more I listen to you, the more you astound me.",[]
"A bunch of warriors stumbling over each other to finish off a half-dead dragon that's been poisoned by some yokel, I don't know whether to laugh or puke.""",['half']
"""You're mistaken about the half-dead part,"" replied Geralt, ""If the dragon didn't die straight after it swallowed the poison, it means that it will have recovered.","['half', 'Geralt']"
"It's of no great importance; the Crinfrid Reavers will kill it all the same, but the battle, if you must know, will not be quick.""",['the Crinfrid Reavers']
"""Your money's on the Reavers then, Geralt?""","['Reavers', 'Geralt']"
"""Definitely.""",[]
"""I wouldn't be so sure about that,"" the artistic guard who had kept silent until then interrupted.",[]
"""The dragon is a magical living being that can only be killed by spells.",[]
"If somebody helps the sorceress who crossed the bridge yesterday... "" ""Who?""",['yesterday']
Geralt's head tilted to look at him.,['Geralt']
"""A sorceress,"" repeated the guard.",[]
"""As I said.""",[]
"""What was her name?""",[]
"""She gave it, but I've forgotten.",[]
She had a pass.,[]
"Young, attractive in her own way, but those eyes... you know the type, lords...",[]
"they send a shiver down your spine when they look at you. """,[]
"""Do you know who it might be, Jaskier?""
17
""No,"" replied the bard, grimacing.","['Jaskier', '17']"
"""Young, attractive and those eyes...",[]
it's not much to go on.,[]
They all answer this description.,[]
None of these girls who I know -,[]
"and I know a lot - seem to look more than twenty-five, thirty years, but many of them remember the days when Novigrad was still a forest of conifers.","['more than twenty-five', 'the days', 'Novigrad']"
But don't women make elixirs of mandrake?,[]
That can also make their eyes shine.,[]
"It's definitely a woman, that's for sure.""",[]
"""Was she a redhead?""",[]
the witcher asked.,[]
"""No, sir,"" answered the lieutenant.",[]
"""She had black hair.""",[]
"""What was the colour of her horse?",[]
"Chestnut with a white star?""",[]
"""No, it was as dark as her hair.",[]
"I'm telling you, lords, it is she who will exterminate the dragon.",[]
Dragons are magician's business.,[]
"Human strength can do nothing against these monsters.""",[]
"""I'm curious to know what the shoemaker Kozojed thinks about it,"" said Jaskier, laughing.","['Kozojed', 'Jaskier']"
"""If he had had something stronger to hand than hellebore and belladonna, the dragon's skin would be drying on a fence, my ballad would already be finished and I would not be drying out in the sun today... """,['today']
"""Why didn't Niedamir take you with him?""",['Niedamir']
"Geralt asked, giving the poet a dirty look.",['Geralt']
"""You stayed in Holopole when he left.",['Holopole']
Doesn't the king like the company of artists?,[]
"Why are you here drying out instead of playing for the king?""",[]
"""It's because of a young widow,"" answered Jaskier with a despondent air.",['Jaskier']
"""Damn it!",[]
I romped about with her and when I awoke the following day Niedamir and the troops had already crossed the river.,['Niedamir']
"They even took this Kozojed and the scouts of the militia of Holopole, but had forgotten about me.","['Kozojed', 'Holopole']"
"I tried unsuccessfully to explain it to the lieutenant, but he...""",[]
"""If you had a pass, there wouldn't have been a problem,"" explained the halberdier dispassionately, leaning against the wall of the toll collector's booth.",[]
